FIPS,STATE,date_announced,date_effective,date_lift,date_reopen,order_length,days_since_order,days_since_reopen,ann_to_eff,reopened,days_since_lifted,lifted
29121,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29123,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29125,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29127,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29129,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29131,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29133,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29135,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29137,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29139,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29141,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29143,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29145,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29147,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29149,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29151,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29153,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29155,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29157,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29159,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29161,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29163,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29165,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29167,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29169,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29171,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29173,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29175,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29177,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29179,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29181,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29183,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29185,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29186,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29187,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29189,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29195,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29197,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29199,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29201,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29203,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29205,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29207,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29209,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29211,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29213,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29215,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29217,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29219,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29221,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29223,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29225,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29227,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29229,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
29510,MISSOURI,2020-04-03,2020-04-06,2020-05-03,2020-05-04,27,108,80,3,1,81,1
30001,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30003,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30005,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30007,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30009,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30011,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30013,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30015,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30017,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30019,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30021,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30023,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30025,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30027,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30029,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30031,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30033,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30035,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30037,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30039,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30041,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30043,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30045,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30047,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30049,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30051,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30053,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30055,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30057,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30059,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30061,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30063,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30065,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30067,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30069,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30071,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30073,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30075,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30077,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30079,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30081,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30083,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30085,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30087,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30089,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30091,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30093,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30095,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30097,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30099,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30101,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30103,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30105,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30107,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30109,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
30111,MONTANA,2020-03-26,2020-03-28,2020-04-26,2020-04-27,29,117,87,2,1,88,1
31001,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31003,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31005,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31007,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31009,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31011,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31013,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31015,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31017,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31019,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31021,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31023,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31025,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31027,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31029,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31031,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31033,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31035,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31037,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31039,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31041,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31043,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31045,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31047,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31049,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31051,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31053,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31055,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31057,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31059,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31061,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31063,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31065,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31067,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31069,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31071,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31073,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31075,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31077,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31079,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31081,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31083,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31085,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31087,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31089,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31091,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31093,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31095,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31097,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31099,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31101,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31103,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31105,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31107,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31109,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31111,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31113,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31115,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31117,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31119,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31121,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31123,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31125,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31127,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31129,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31131,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31133,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31135,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31137,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31139,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31141,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31143,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31145,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31147,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31149,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31151,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31153,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31155,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31157,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31159,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31161,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31163,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31165,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31167,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31169,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31171,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31173,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31175,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31177,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31179,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31181,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31183,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
31185,NEBRASKA,2020-07-23,2020-07-23,2020-07-23,2020-05-04,0,0,80,0,1,0,1
32001,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32003,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32005,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32007,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32009,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32011,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32013,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32015,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32017,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32019,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32021,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32023,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32027,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32029,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32031,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32033,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
32510,NEVADA,2020-04-01,2020-04-01,2020-05-15,2020-05-09,44,113,75,0,1,69,1
33001,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33003,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33005,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33007,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33009,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33011,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33013,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33015,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33017,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
33019,NEW HAMPSHIRE,2020-03-26,2020-03-27,2020-05-31,2020-05-04,65,118,80,1,1,53,1
34001,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34003,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34005,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34007,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34009,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34011,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34013,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34015,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34017,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34019,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34021,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34023,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34025,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34027,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34029,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34031,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34033,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34035,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34037,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34039,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
34041,NEW JERSEY,2020-03-20,2020-03-21,2020-07-31,2020-07-31,132,124,-8,1,0,-8,0
35001,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35003,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35005,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35006,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35007,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35009,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35011,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35013,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35015,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35017,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35019,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
35021,NEW MEXICO,2020-03-23,2020-03-24,2020-05-15,2020-07-31,52,121,-8,1,0,69,1
