FIPS,%_african_american,%_natamer_alaskan,%_asian,%_hawaii_pacisl,%_hisp,%_nonhisp_white
21063,3.5,0.3,0.1,0.1,1.1,94.4
21065,0.4,0.3,0.1,0.0,1.0,97.6
21067,14.7,0.4,4.0,0.1,6.9,71.9
21069,1.4,0.2,0.3,0.0,1.3,95.9
21071,1.0,0.2,0.2,0.0,0.8,97.2
21073,10.7,0.3,2.0,0.0,3.0,81.8
21075,23.8,0.5,0.9,0.0,1.7,71.0
21077,1.2,0.3,0.6,0.1,5.4,90.9
21079,2.0,0.2,0.3,0.1,2.3,94.2
21081,0.9,0.3,0.5,0.2,2.8,94.4
21083,4.3,0.4,0.4,0.1,6.1,87.0
21085,1.2,0.3,0.2,0.0,1.3,95.9
21087,2.2,0.4,0.2,0.0,1.7,94.2
21089,0.8,0.3,0.5,0.0,1.1,96.3
21091,1.2,0.3,0.3,0.0,1.5,95.6
21093,12.1,0.4,2.2,0.3,5.4,76.4
21095,2.1,0.2,0.3,0.1,0.9,95.2
21097,2.0,0.3,0.3,0.1,2.4,93.7
21099,4.6,0.2,0.4,0.1,1.9,91.4
21101,7.8,0.3,0.5,0.1,2.4,87.1
21103,2.8,0.4,0.3,0.1,3.2,91.6
21105,9.3,0.3,0.4,0.0,1.6,87.0
21107,6.6,0.2,0.7,0.1,1.9,88.7
21109,0.3,0.3,0.1,0.0,0.8,98.0
21111,21.4,0.2,2.8,0.1,5.1,68.3
21113,4.0,0.3,1.4,0.0,3.3,89.3
21115,0.4,0.2,0.4,0.0,0.7,97.4
21117,4.8,0.2,1.3,0.2,3.1,88.7
21119,0.9,0.2,0.1,0.0,1.0,97.1
21121,1.3,0.3,0.3,0.1,1.2,95.7
21123,3.0,0.4,0.3,0.1,3.2,91.6
21125,0.7,0.4,0.6,0.0,1.5,95.9
21127,0.3,0.2,0.2,0.0,1.0,96.9
21129,1.0,0.4,0.2,0.0,0.8,96.7
21131,0.3,0.2,0.2,0.0,0.6,97.9
21133,0.6,0.2,0.2,0.0,0.7,97.7
21135,0.4,0.3,0.1,0.0,0.7,97.7
21137,2.3,0.2,0.2,0.0,1.6,94.3
21139,0.4,0.5,0.6,0.1,1.6,95.8
21141,6.3,0.4,0.3,0.0,2.8,88.6
21143,5.0,0.3,0.4,0.0,1.6,91.1
21145,10.7,0.3,0.9,0.0,2.4,83.6
21147,5.5,0.8,0.2,0.1,2.6,89.7
21149,0.8,0.3,0.2,0.0,1.5,96.3
21151,4.5,0.3,1.2,0.1,2.3,89.8
21153,0.2,0.3,0.1,0.0,1.1,97.6
21155,6.9,0.2,0.8,0.0,2.5,88.0
21157,0.3,0.2,0.4,0.0,1.5,96.6
21159,6.7,0.4,0.2,0.0,3.5,88.6
21161,6.1,0.3,0.7,0.0,1.7,89.3
21163,3.2,0.8,0.8,0.2,3.9,89.4
21165,2.6,0.2,0.1,0.0,1.2,94.8
21167,3.4,0.3,0.6,0.1,2.7,91.2
21169,1.7,0.3,0.3,0.0,1.8,95.1
21171,2.0,0.1,0.2,0.0,2.9,93.8
21173,2.7,0.3,0.4,0.1,2.6,92.9
21175,4.3,0.3,0.8,0.0,1.0,92.8
21177,4.9,0.2,0.3,0.0,1.5,92.0
21179,5.1,0.2,0.6,0.1,2.1,90.5
21181,0.7,0.2,0.3,0.0,2.1,96.1
21183,1.0,0.3,0.3,0.0,3.9,93.9
21185,4.4,0.5,1.7,0.1,3.9,88.4
21187,1.1,0.4,0.2,0.0,2.6,94.8
21189,0.6,0.3,0.1,0.0,1.4,96.9
21191,0.6,0.3,0.2,0.0,1.2,96.6
21193,1.5,0.2,0.5,0.0,1.0,95.6
21195,0.8,0.1,0.5,0.0,0.8,97.1
21197,0.9,0.2,0.2,0.0,1.5,96.3
21199,1.1,0.3,0.7,0.0,2.4,94.4
21201,0.4,0.3,0.1,0.0,1.3,97.0
21203,0.3,0.4,0.1,0.0,0.8,97.4
21205,1.8,0.2,0.8,0.0,1.8,94.5
21207,0.8,0.5,0.5,0.0,3.6,93.9
21209,5.4,0.3,1.2,0.0,4.3,87.2
21211,7.1,0.5,1.2,0.2,9.1,80.4
21213,9.4,0.4,1.0,0.1,2.4,84.9
21215,1.6,0.3,0.4,0.1,2.1,94.3
21217,5.1,0.2,0.9,0.1,2.3,89.8
21219,7.9,0.3,0.3,0.1,3.8,86.1
21221,7.2,0.4,0.4,0.1,2.1,88.1
21223,0.5,0.6,0.6,0.1,2.9,94.4
21225,13.4,0.3,0.8,0.1,1.9,81.9
21227,9.1,0.3,3.6,0.3,5.2,79.8
21229,5.8,0.2,0.8,0.0,4.2,87.8
21231,1.6,0.4,0.4,0.1,3.0,93.5
21233,3.8,0.4,0.5,0.4,5.3,88.6
21235,0.8,0.3,0.5,0.0,1.2,96.0
21237,0.3,0.4,0.1,0.0,1.0,97.4
21239,4.9,0.2,0.8,0.2,6.6,86.3
22001,17.8,0.4,0.4,0.0,2.4,77.7
22003,22.3,2.4,0.6,0.0,2.0,71.3
22005,22.8,0.5,1.6,0.1,5.2,69.0
22007,29.6,0.7,0.4,0.1,2.9,65.7
22009,29.4,1.2,0.8,0.0,1.8,65.2
22011,12.4,1.2,0.7,0.1,3.7,80.1
22013,41.6,0.4,0.3,0.0,1.8,54.5
22015,21.7,0.6,1.9,0.1,6.6,67.2
22017,48.8,0.5,1.3,0.1,2.8,45.3
22019,25.2,0.6,1.3,0.1,3.3,68.0
22021,16.4,0.4,0.3,0.0,2.9,79.1
22023,3.8,0.7,0.3,0.0,3.5,90.6
22025,30.5,0.5,0.1,0.0,1.6,66.3
22027,51.1,0.5,0.5,0.0,1.5,45.3
22029,39.8,0.5,0.4,0.0,1.5,56.9
22031,36.4,1.1,0.4,0.0,2.8,58.4
22033,46.1,0.3,3.4,0.0,4.0,45.1
22035,68.1,0.4,0.6,0.0,2.5,27.7
22037,43.5,0.5,0.4,0.0,1.7,52.9
22039,27.5,0.4,0.4,0.0,3.7,66.9
22041,31.7,0.3,0.4,0.1,1.5,65.3
22043,15.3,1.1,0.5,0.0,4.9,76.7
22045,32.0,0.6,3.0,0.1,4.1,58.9
22047,48.2,0.3,0.4,0.0,2.6,47.7
22049,28.8,0.4,0.3,0.0,1.6,67.5
22051,26.4,0.6,4.2,0.1,14.5,53.2
22053,16.5,0.7,0.3,0.0,2.4,78.3
22055,25.9,0.4,1.8,0.1,4.6,66.1
22057,13.4,3.0,1.0,0.1,4.4,76.8
22059,12.0,1.3,0.2,0.0,2.7,83.0
22061,40.7,0.4,1.6,0.1,2.9,53.4
22063,6.2,0.5,0.7,0.0,3.6,88.0
22065,62.5,0.3,0.3,0.0,2.1,34.0
22067,47.5,0.2,0.5,0.1,1.3,49.4
22069,41.1,1.1,0.6,0.1,2.3,53.1
22071,59.0,0.3,3.0,0.1,5.6,30.9
22073,37.2,0.3,1.0,0.0,2.2,58.3
22075,20.0,1.8,4.2,0.2,6.8,65.0
22077,35.3,0.2,0.3,0.0,2.6,60.6
22079,31.8,0.9,1.4,0.0,3.1,61.2
22081,39.3,0.6,0.2,0.0,2.5,56.6
22083,35.8,0.4,0.3,0.0,2.2,60.3
22085,16.8,9.0,0.3,0.1,3.7,67.8
22087,22.0,0.9,2.3,0.1,9.8,63.5
22089,26.0,0.4,1.1,0.1,6.1,65.2
22091,52.3,0.5,0.1,0.1,1.6,44.4
22093,49.0,0.3,0.4,0.0,1.6,48.2
22095,55.7,0.5,0.7,0.5,6.0,35.8
22097,41.2,0.4,0.5,0.0,2.1,54.7
22099,29.9,0.6,1.0,0.0,3.0,64.4
22101,31.6,2.0,1.8,0.1,7.0,56.1
22103,11.8,0.6,1.6,0.0,5.5,79.0
22105,30.0,0.4,0.8,0.1,4.2,63.4
22107,54.1,0.2,0.2,0.0,1.8,42.4
22109,18.9,5.9,1.1,0.1,5.2,66.9
22111,25.4,0.5,0.2,0.1,4.8,68.7
22113,14.3,0.4,2.4,0.0,3.5,78.2
22115,13.8,1.6,2.2,0.5,9.3,70.0
22117,30.3,0.4,0.3,0.0,2.1,65.9
22119,33.9,0.5,0.4,0.0,1.8,62.2
22121,39.1,0.2,0.5,0.0,3.0,56.1
22123,15.2,0.7,0.3,0.0,3.6,79.6
22125,45.1,0.1,0.3,0.0,1.7,52.1
22127,30.6,0.8,0.3,0.0,2.0,64.9
23001,3.8,0.4,0.9,0.0,1.8,91.1
23003,0.9,1.9,0.5,0.0,1.1,94.4
23005,2.9,0.4,2.3,0.0,2.0,90.7
23007,0.6,0.5,0.5,0.0,1.3,95.7
23009,0.8,0.5,1.2,0.0,1.4,94.9
23011,0.6,0.5,1.0,0.0,1.5,94.8
23013,0.6,0.5,0.6,0.0,1.4,95.4
23015,0.5,0.4,1.2,0.0,1.2,95.5
23017,0.5,0.4,0.7,0.0,1.3,95.5
23019,0.9,1.2,1.1,0.0,1.3,94.0
23021,0.5,0.6,0.8,0.1,1.4,95.4
23023,0.7,0.4,0.9,0.0,1.6,94.9
23025,0.5,0.5,0.7,0.1,1.1,95.8
23027,0.5,0.5,0.8,0.0,1.2,95.6
23029,0.6,5.4,0.5,0.0,2.0,89.9
23031,0.8,0.3,1.3,0.0,1.6,94.5
24001,8.0,0.2,1.1,0.1,1.7,87.2
24003,16.5,0.4,4.0,0.1,7.5,69.1
24005,28.1,0.4,6.2,0.1,5.3,58.1
24009,12.7,0.5,1.8,0.1,3.7,78.7
24011,13.6,0.9,1.1,0.3,7.2,76.1
24013,3.4,0.2,1.8,0.1,3.4,89.6
24015,6.6,0.4,1.3,0.1,4.3,85.4
24017,45.3,0.8,3.4,0.1,5.5,41.7
24019,27.9,0.5,1.2,0.0,5.3,63.4
24021,9.0,0.5,4.7,0.1,9.1,74.4
24023,1.0,0.2,0.4,0.0,1.2,96.4
24025,13.3,0.3,3.0,0.1,4.4,76.7
24027,18.4,0.4,18.3,0.1,6.6,53.3
24029,14.7,0.3,1.2,0.1,4.5,77.8
24031,18.1,0.7,15.5,0.1,19.1,44.7
24033,62.5,1.1,4.6,0.2,17.8,13.1
24035,6.4,0.5,1.2,0.1,3.6,86.7
24037,14.0,0.4,2.8,0.1,5.0,74.9
24039,41.7,0.4,0.9,0.1,3.6,51.4
24041,12.4,0.4,1.4,0.2,6.6,78.0
24043,10.9,0.3,1.9,0.1,4.7,79.8
24045,25.7,0.4,3.2,0.1,5.1,63.4
24047,13.1,0.4,1.4,0.0,3.4,80.2
24510,62.4,0.4,2.8,0.1,5.1,27.7
25001,2.8,0.8,1.5,0.1,2.9,90.6
25003,3.0,0.3,1.5,0.0,4.3,89.0
25005,4.1,0.6,2.3,0.1,7.6,84.1
25007,4.0,1.3,0.9,0.1,3.7,87.4
25009,3.2,0.8,3.8,0.1,20.0,71.6
25011,1.2,0.4,1.7,0.1,3.8,91.2
25013,7.7,0.8,2.6,0.2,24.6,63.5
25015,2.7,0.3,5.6,0.1,5.6,84.0
25017,5.1,0.3,11.9,0.1,7.9,73.2
25019,9.5,0.3,1.5,0.0,13.0,74.5
25021,6.7,0.2,11.0,0.0,4.4,76.2
25023,9.9,0.3,1.5,0.1,3.8,82.9
25025,20.7,0.8,8.9,0.2,22.5,45.8
25027,4.5,0.4,4.9,0.1,11.0,77.7
26001,0.4,0.7,0.4,0.0,1.4,96.0
26003,7.2,4.4,0.5,0.1,1.5,83.5
26005,1.2,0.7,0.8,0.0,7.3,88.7
26007,0.4,0.6,0.6,0.1,1.4,95.9
26009,0.2,1.1,0.3,0.1,2.1,95.0
26011,0.4,1.2,0.3,0.1,2.0,94.8
26013,7.6,14.2,0.3,0.0,1.6,72.8
26015,0.5,0.5,0.5,0.0,2.8,94.6
26017,1.5,0.6,0.7,0.0,5.2,90.2
26019,0.6,1.7,0.4,0.0,2.5,93.8
26021,14.8,0.6,2.0,0.1,5.3,75.3
26023,2.1,0.5,0.7,0.0,4.6,90.7
26025,10.8,0.8,2.6,0.1,5.0,78.0
26027,5.2,1.3,0.8,0.0,3.7,86.4
26029,0.5,1.7,0.6,0.1,1.8,93.9
26031,0.6,2.9,0.4,0.0,1.4,92.1
26033,6.7,15.9,1.0,0.1,1.7,70.0
26035,0.6,0.8,0.3,0.0,2.0,94.9
26037,1.7,0.5,1.6,0.0,4.5,90.1
26039,0.7,0.7,0.6,0.0,1.8,95.0
26041,0.3,2.7,0.4,0.0,1.3,93.0
26043,0.5,0.9,0.6,0.0,1.4,95.5
26045,6.7,0.5,2.2,0.0,5.2,83.3
26047,0.8,3.8,0.5,0.1,1.6,91.4
26049,20.2,0.6,1.0,0.0,3.4,72.6
26051,0.4,0.6,0.5,0.0,1.6,95.9
26053,4.4,2.9,0.3,0.1,1.3,89.6
26055,1.1,1.3,0.7,0.1,2.8,92.5
26057,5.4,0.7,0.5,0.0,5.8,86.7
26059,0.6,0.6,0.5,0.0,2.2,95.0
26061,0.9,0.7,3.2,0.0,1.5,92.3
26063,0.5,0.4,0.6,0.0,2.3,95.4
26065,11.5,0.6,6.7,0.1,7.7,70.3
26067,4.7,0.7,0.5,0.0,4.7,88.4
26069,0.6,0.9,0.7,0.1,2.0,94.2
26071,0.3,1.3,0.5,0.0,1.8,94.8
26073,2.7,3.9,2.1,0.0,3.8,85.5
26075,8.0,0.4,0.8,0.0,3.5,84.9
26077,11.2,0.5,2.7,0.1,4.8,77.9
26079,0.5,0.9,0.6,0.0,1.9,94.5
26081,9.6,0.8,3.0,0.1,10.4,74.3
26083,0.2,0.2,0.0,0.0,1.4,97.4
26085,8.7,1.0,0.3,0.0,2.8,84.9
26087,1.1,0.5,0.6,0.0,4.7,92.0
26089,0.5,3.7,0.7,0.0,4.0,90.5
26091,2.7,0.6,0.5,0.0,7.8,86.8
26093,0.5,0.4,0.9,0.1,2.4,94.6
26095,11.2,5.3,0.3,0.1,1.5,78.7
26097,2.5,16.7,0.7,0.0,1.6,73.7
26099,11.5,0.3,3.8,0.0,2.5,79.7
26101,3.5,2.3,0.4,0.1,2.9,89.2
26103,1.7,1.9,0.7,0.0,1.5,92.3
26105,0.8,1.1,0.7,0.0,4.6,91.4
26107,2.8,0.8,0.9,0.0,2.2,91.3
26109,0.5,2.9,0.4,0.0,1.7,93.2
26111,1.4,0.5,2.4,0.1,2.7,91.5
26113,0.4,0.9,0.6,0.0,2.7,94.1
26115,2.3,0.4,0.6,0.0,3.5,91.7
26117,2.2,0.6,0.4,0.0,3.5,92.0
26119,0.4,0.6,0.2,0.0,1.3,96.0
26121,14.1,1.0,0.7,0.0,5.6,76.4
26123,1.1,0.9,0.5,0.0,5.6,90.7
26125,14.0,0.3,7.2,0.0,3.9,72.6
26127,0.6,1.6,0.3,0.1,14.8,82.1
26129,0.3,1.0,0.5,0.0,2.2,94.8
26131,0.2,1.3,0.5,0.0,1.4,95.2
26133,0.8,0.6,0.3,0.1,1.7,94.7
26135,0.3,0.8,0.2,0.1,1.5,95.8
26137,0.5,0.9,0.7,0.0,1.8,94.4
26139,1.5,0.6,2.9,0.0,9.5,84.2
26141,0.6,0.9,0.4,0.0,1.2,96.0
26143,0.6,0.8,0.8,0.0,1.7,94.9
26145,18.5,0.6,1.4,0.1,8.4,69.6
26147,2.5,0.5,0.7,0.0,3.3,91.2
26149,2.6,0.6,0.7,0.0,7.7,86.6
26151,0.5,0.6,0.4,0.0,3.7,94.1
26153,0.3,9.2,0.2,0.0,0.9,86.0
26155,0.6,0.6,0.5,0.1,2.8,94.3
26157,1.2,0.6,0.3,0.0,3.3,93.6
26159,3.6,1.2,0.6,0.0,11.5,81.4
26161,12.3,0.4,9.1,0.1,4.6,70.6
26163,38.7,0.5,3.2,0.0,5.8,49.7
26165,0.5,0.7,0.6,0.1,1.8,94.7
27001,0.5,2.8,0.4,0.0,1.4,93.6
27003,5.8,0.8,4.5,0.1,4.4,82.2
27005,0.5,7.8,0.5,0.0,1.9,86.6
27007,0.7,21.6,0.7,0.0,2.2,72.6
27009,3.3,0.6,1.2,0.0,2.2,91.1
27011,0.4,0.6,0.2,0.0,1.4,96.6
27013,3.7,0.4,2.3,0.1,3.4,88.6
27015,0.4,0.3,0.7,0.0,4.2,93.8
27017,1.5,6.0,0.5,0.0,1.7,88.3
27019,1.7,0.3,3.0,0.0,4.1,89.4
27021,0.3,12.5,0.4,0.0,2.0,83.2
27023,0.7,1.1,0.8,1.2,6.9,88.0
27025,1.3,0.7,1.0,0.0,2.1,93.7
27027,2.6,1.8,1.4,0.1,4.5,88.0
27029,0.6,9.8,0.3,0.0,1.8,84.8
27031,0.7,8.5,0.8,0.1,2.1,86.0
27033,1.0,0.6,3.5,0.3,6.9,87.1
27035,0.7,1.0,0.5,0.0,1.5,95.0
27037,6.0,0.6,4.9,0.1,6.8,79.4
27039,0.5,0.4,0.6,0.0,5.2,92.1
27041,0.5,0.4,0.5,0.0,1.6,96.1
27043,0.5,0.7,0.4,0.0,6.6,91.4
27045,0.5,0.2,0.5,0.0,1.5,96.7
27047,1.2,0.4,1.9,0.1,9.5,86.0
27049,1.2,1.4,0.7,0.1,3.3,92.2
27051,0.6,0.4,0.3,0.1,2.4,95.1
27053,12.7,1.1,7.4,0.1,6.9,69.6
27055,0.7,0.2,0.5,0.0,1.0,96.3
27057,0.4,2.5,0.5,0.1,1.9,93.0
27059,0.8,0.5,1.0,0.1,1.9,94.3
27061,0.4,3.8,0.4,0.1,1.3,92.0
27063,0.7,0.4,1.7,0.0,3.1,93.2
27065,0.4,0.8,0.4,0.0,1.6,95.2
27067,4.5,0.5,0.8,0.1,12.1,81.6
27069,0.4,0.4,0.5,0.0,2.0,96.1
27071,0.6,2.8,0.4,0.0,1.4,93.2
27073,0.5,0.3,0.8,0.2,2.1,95.4
27075,0.3,0.6,0.4,0.0,1.5,95.7
27077,0.4,1.2,1.6,0.0,1.3,93.0
27079,0.6,0.5,0.7,0.0,5.7,91.5
27081,0.2,0.3,0.4,0.1,1.9,96.5
27083,2.8,0.8,4.1,0.1,6.4,84.8
27085,0.6,0.5,0.7,0.1,6.0,91.5
27087,0.4,43.8,0.1,0.0,4.1,45.6
27089,0.4,0.9,0.4,0.0,4.5,93.3
27091,0.5,0.5,0.7,0.0,4.2,93.4
27093,0.6,0.3,0.5,0.1,3.8,94.1
27095,0.6,6.2,0.5,0.0,2.3,89.3
27097,0.6,0.4,0.5,0.1,1.6,95.9
27099,3.5,0.6,3.4,0.3,11.2,80.1
27101,0.4,0.3,1.2,0.5,3.8,93.3
27103,3.1,0.5,1.5,0.0,4.3,89.3
27105,4.6,1.3,7.0,0.2,27.4,59.9
27107,0.5,2.2,0.7,0.2,5.0,89.4
27109,5.7,0.4,6.2,0.1,4.8,81.0
27111,1.3,0.7,0.6,0.1,3.4,92.8
27113,1.4,1.8,1.0,0.0,3.5,90.9
27115,2.0,3.6,0.6,0.0,2.9,89.3
27117,1.2,1.8,1.0,0.0,6.2,88.8
27119,1.9,1.7,1.0,0.0,6.3,87.5
27121,0.4,0.4,0.6,0.0,1.3,96.3
27123,11.5,1.0,14.8,0.1,7.4,62.9
27125,0.6,1.9,0.2,0.1,3.5,92.9
27127,0.5,4.7,2.8,0.0,3.1,87.6
27129,0.4,1.4,0.7,0.0,7.9,88.9
27131,4.4,0.7,2.4,0.1,8.0,83.5
27133,0.9,0.7,0.8,0.0,2.8,94.0
27135,0.5,1.7,2.9,0.0,1.3,92.1
27137,1.5,2.4,1.1,0.1,1.6,91.3
27139,3.9,1.1,6.3,0.1,5.0,82.0
27141,2.4,0.6,1.2,0.1,2.5,91.6
27143,0.6,0.4,0.6,0.0,8.6,89.0
27145,5.3,0.4,2.3,0.1,3.2,87.4
27147,3.1,0.4,1.0,0.1,7.6,86.9
27149,0.9,1.5,1.8,0.1,5.4,88.7
27151,1.1,0.7,0.4,0.5,4.8,91.7
27153,0.5,0.6,0.6,0.3,5.7,91.3
27155,0.5,5.6,0.2,0.1,2.7,89.6
27157,0.7,0.3,0.6,0.0,3.0,94.5
27159,0.9,0.7,0.3,0.0,1.9,94.6
27161,2.1,0.8,0.8,0.0,5.9,89.2
27163,4.3,0.5,5.8,0.1,4.0,83.4
27165,0.6,1.3,1.2,0.1,24.1,73.1
27167,0.6,1.6,0.3,0.0,2.7,93.9
27169,1.7,0.4,2.7,0.0,2.9,91.3
27171,1.2,0.4,1.3,0.0,2.8,92.8
27173,0.4,3.9,0.6,0.1,4.1,90.2
28001,53.1,0.5,0.5,0.0,8.3,36.8
28003,12.2,0.4,0.4,0.0,3.4,82.8
28005,39.8,0.3,0.1,0.0,1.3,57.9
28007,42.4,0.3,0.4,0.0,2.1,54.2
28009,35.5,0.4,0.1,0.0,2.4,60.5
28011,63.6,0.2,0.9,0.1,2.1,32.7
28013,28.0,0.3,0.1,0.0,5.6,64.9
28015,33.0,0.2,0.2,0.0,1.4,64.3
28017,43.8,0.3,0.5,0.0,4.5,50.0
28019,29.4,0.3,0.4,0.0,1.8,67.2
28021,85.2,0.2,0.6,0.0,1.5,11.8
28023,34.2,0.5,0.2,0.0,1.1,63.5
28025,58.3,0.2,0.3,0.0,1.4,39.2
28027,76.0,0.1,0.5,0.1,1.5,21.4
28029,51.3,0.3,0.4,0.0,3.0,44.2
28031,35.4,0.2,0.3,0.0,2.4,60.7
28033,26.6,0.3,1.5,0.1,4.7,65.7
28035,37.3,0.4,1.2,0.1,2.9,57.1
28037,34.5,0.2,0.1,0.0,1.1,63.0
28039,7.8,0.5,0.7,0.0,2.5,87.8
28041,24.6,0.4,0.2,0.0,1.1,73.0
28043,42.4,0.3,0.5,0.0,1.3,54.8
28045,7.9,0.6,1.0,0.1,3.8,84.8
28047,24.6,0.5,2.9,0.1,5.4,64.3
28049,71.8,0.2,0.8,0.0,1.6,24.8
28051,82.2,0.1,0.3,0.0,1.1,15.6
28053,74.4,0.2,0.3,0.1,3.1,21.3
28055,63.3,0.3,0.6,0.2,1.5,34.1
28057,6.9,0.3,0.4,0.0,1.6,90.1
28059,21.4,0.4,2.3,0.1,6.2,68.0
28061,52.6,0.2,0.2,0.1,1.2,45.0
28063,85.1,0.2,0.1,0.0,0.8,13.2
28065,58.9,0.3,0.3,0.0,1.4,38.4
28067,29.1,0.7,0.6,0.0,4.4,64.8
28069,60.6,3.5,0.2,0.0,1.1,33.8
28071,23.6,0.4,2.1,0.1,2.4,70.5
28073,20.4,0.3,1.4,0.1,2.5,74.2
28075,43.1,0.3,0.9,0.1,2.2,52.7
28077,31.9,0.3,0.4,0.0,2.0,64.8
28079,41.4,6.8,0.4,0.0,4.3,47.3
28081,29.2,0.2,0.9,0.0,2.5,66.1
28083,73.4,0.4,0.7,0.0,2.5,22.7
28085,30.4,0.2,0.4,0.0,1.1,67.1
28087,43.9,0.3,0.9,0.1,2.0,52.0
28089,38.2,0.3,2.6,0.1,2.8,55.7
28091,31.7,0.3,0.4,0.1,1.4,65.3
28093,47.6,0.4,0.3,0.1,3.5,47.5
28095,30.7,0.3,0.3,0.0,1.2,66.8
28097,45.3,0.3,0.4,0.0,1.4,52.0
28099,21.1,16.8,0.4,0.0,2.0,58.6
28101,30.2,5.2,0.5,0.0,1.9,61.5
28103,71.2,0.3,0.3,0.0,1.4,26.1
28105,37.1,0.2,3.4,0.1,1.8,56.5
28107,49.8,0.3,0.2,0.0,1.6,47.1
28109,12.5,0.6,0.5,0.1,3.0,81.9
28111,18.9,0.5,0.2,0.0,1.5,77.7
28113,53.0,0.4,0.6,0.0,1.5,43.8
28115,14.8,0.5,0.4,0.1,6.3,77.1
28117,14.3,0.3,0.3,0.0,1.3,82.9
28119,70.3,0.3,0.3,0.0,1.4,26.5
28121,20.4,0.2,1.3,0.1,2.6,74.6
28123,37.8,0.7,0.5,0.5,11.1,49.3
28125,69.8,0.1,0.7,0.0,1.9,26.9
28127,35.2,0.3,0.4,0.1,1.8,61.5
28129,23.1,0.2,0.1,0.0,1.8,74.2
28131,19.7,0.5,0.3,0.0,1.9,76.4
28133,73.0,0.3,0.4,0.0,1.8,24.1
28135,55.7,0.5,0.9,0.1,6.6,35.6
28137,31.1,0.3,0.4,0.1,2.5,64.6
28139,16.3,0.4,0.3,0.0,4.7,77.1
28141,2.5,0.4,0.2,0.0,2.8,93.5
28143,75.7,0.3,1.0,0.1,2.4,19.7
28145,14.9,0.3,1.1,0.1,4.3,78.2
28147,43.5,0.4,0.4,0.1,2.0,52.4
28149,48.6,0.3,0.9,0.0,2.2,47.3
28151,71.9,0.2,0.7,0.1,1.5,25.3
28153,39.6,0.3,0.2,0.0,1.6,57.5
28155,18.8,0.3,0.2,0.0,1.6,78.0
28157,70.1,0.2,0.2,0.0,1.0,27.8
28159,46.2,1.2,0.3,0.0,1.2,50.3
28161,39.0,0.3,0.3,0.0,1.5,57.9
28163,57.2,0.4,0.6,0.0,5.6,35.5
29001,2.5,0.3,2.5,0.1,2.7,90.3
29003,0.6,0.3,0.5,0.0,2.3,95.0
29005,0.4,0.3,0.3,0.1,1.3,96.6
29007,7.0,0.6,0.5,0.1,3.1,87.2
29009,0.4,1.2,1.8,0.1,9.2,86.1
29011,0.6,1.3,0.7,0.1,2.5,92.4
29013,1.1,0.8,0.2,0.0,2.2,94.1
29015,0.5,0.7,0.4,0.1,2.1,94.8
29017,0.4,0.7,0.2,0.0,1.2,96.5
29019,9.3,0.4,4.8,0.1,3.3,79.5
29021,5.6,0.6,1.4,0.3,6.4,83.7
29023,5.6,0.7,0.8,0.0,2.1,88.6
29025,0.6,0.8,0.3,0.0,2.1,94.6
29027,4.6,0.5,0.9,0.1,2.1,90.1
29029,0.7,0.6,0.7,0.1,2.7,94.2
29031,7.6,0.4,1.6,0.1,2.3,86.2
29033,1.8,0.3,0.2,0.1,1.5,94.7
29035,0.3,1.3,0.2,0.0,2.4,94.6
29037,3.8,0.7,0.8,0.1,4.3,88.3
29039,0.3,0.9,0.4,0.0,2.1,95.0
29041,2.4,0.4,0.2,0.0,0.9,95.0
29043,0.7,0.7,0.6,0.1,2.9,93.5
29045,0.4,0.2,0.4,0.0,1.0,97.0
29047,6.2,0.6,2.4,0.3,6.7,81.6
29049,1.3,0.8,0.4,0.0,2.0,93.8
29051,11.9,0.4,1.3,0.1,2.9,81.7
29053,6.8,0.5,0.6,0.1,1.8,88.5
29055,0.5,0.7,0.3,0.1,1.9,95.5
29057,0.3,1.0,0.3,0.0,2.2,93.8
29059,0.3,1.0,0.2,0.1,2.1,94.5
29061,0.6,0.5,0.2,0.0,1.6,95.9
29063,11.7,0.5,0.3,0.1,2.4,84.2
29065,0.5,1.1,0.6,0.1,1.8,94.5
29067,0.4,0.7,0.4,0.0,1.5,95.2
29069,10.1,0.4,0.4,0.0,6.4,81.2
29071,0.9,0.4,0.5,0.1,1.7,95.3
29073,0.5,0.3,0.5,0.0,1.4,96.1
29075,0.5,0.4,0.4,0.0,1.6,95.9
29077,3.1,0.7,2.0,0.1,3.6,88.0
29079,0.9,0.5,1.0,0.0,2.1,94.4
29081,0.4,0.5,0.4,0.1,2.2,95.4
29083,1.2,0.7,0.4,0.1,2.3,93.7
29085,0.5,1.0,0.2,0.1,1.5,95.0
29087,0.2,1.1,0.4,0.0,1.4,96.0
29089,5.1,0.7,0.3,0.1,1.5,90.8
29091,0.5,0.8,0.7,0.0,2.1,94.3
29093,1.4,0.7,0.1,0.0,1.9,94.2
29095,23.4,0.6,1.9,0.3,9.0,62.6
29097,2.0,1.8,1.2,0.6,8.0,84.4
29099,1.0,0.3,0.7,0.0,1.9,94.7
29101,4.7,0.6,1.7,0.3,4.2,85.9
29103,0.6,0.4,0.4,0.0,1.0,96.2
29105,0.7,0.8,0.6,0.1,2.4,93.7
29107,2.2,0.6,0.4,0.2,2.8,92.0
29109,0.4,1.2,0.5,0.1,7.2,89.6
29111,3.1,0.4,0.4,0.1,1.8,92.5
29113,1.9,0.4,0.5,0.1,2.4,93.2
